User,UserDir,RecordingID,SeqID,Label,SegStart,SegEnd,SegLen,MissingFrames,PctMissing,LongestConsecutiveMissing
User1,user1,P1_S10_R6,S10,FEBRUARY,156,263,108,0,0.0,0
User1,user1,P1_S10_R6,S10,background,264,319,56,0,0.0,0
User1,user1,P1_S10_R6,S10,BOAT,320,393,74,0,0.0,0
User1,user1,P1_S10_R6,S10,background,394,749,356,0,0.0,0
User1,user1,P1_S10_R7,S10,background,0,40,41,0,0.0,0
User1,user1,P1_S10_R7,S10,SMALL,41,103,63,0,0.0,0
User1,user1,P1_S10_R7,S10,background,104,157,54,0,0.0,0
User1,user1,P1_S10_R7,S10,FEBRUARY,158,238,81,0,0.0,0
User1,user1,P1_S10_R7,S10,background,239,349,111,0,0.0,0
User1,user1,P1_S10_R7,S10,BOAT,350,418,69,0,0.0,0
User1,user1,P1_S10_R7,S10,background,419,749,331,0,0.0,0
User1,user1,P1_S11_R1,S11,background,0,61,62,0,0.0,0
User1,user1,P1_S11_R1,S11,GO,62,98,37,0,0.0,0
User1,user1,P1_S11_R1,S11,background,99,141,43,0,0.0,0
User1,user1,P1_S11_R1,S11,UGLY,142,213,72,0,0.0,0
User1,user1,P1_S11_R1,S11,background,214,257,44,0,0.0,0
User1,user1,P1_S11_R1,S11,WRITE,258,309,52,0,0.0,0
User1,user1,P1_S11_R1,S11,background,310,440,131,0,0.0,0
User1,user1,P1_S11_R1,S11,AUGUST,441,534,94,0,0.0,0
User1,user1,P1_S11_R1,S11,background,535,749,215,0,0.0,0
User1,user1,P1_S11_R2,S11,background,0,56,57,0,0.0,0
User1,user1,P1_S11_R2,S11,GO,57,98,42,0,0.0,0
User1,user1,P1_S11_R2,S11,background,99,165,67,0,0.0,0
User1,user1,P1_S11_R2,S11,UGLY,166,243,78,0,0.0,0
User1,user1,P1_S11_R2,S11,background,244,302,59,0,0.0,0
User1,user1,P1_S11_R2,S11,WRITE,303,365,63,0,0.0,0
User1,user1,P1_S11_R2,S11,background,366,426,61,0,0.0,0
User1,user1,P1_S11_R2,S11,AUGUST,427,523,97,0,0.0,0
User1,user1,P1_S11_R2,S11,background,524,749,226,0,0.0,0
User1,user1,P1_S11_R3,S11,background,0,59,60,0,0.0,0
User1,user1,P1_S11_R3,S11,GO,60,112,53,0,0.0,0
User1,user1,P1_S11_R3,S11,background,113,178,66,0,0.0,0
User1,user1,P1_S11_R3,S11,UGLY,179,257,79,0,0.0,0
User1,user1,P1_S11_R3,S11,background,258,323,66,0,0.0,0
User1,user1,P1_S11_R3,S11,WRITE,324,378,55,0,0.0,0
User1,user1,P1_S11_R3,S11,background,379,457,79,0,0.0,0
User1,user1,P1_S11_R3,S11,AUGUST,458,560,103,0,0.0,0
User1,user1,P1_S11_R3,S11,background,561,749,189,0,0.0,0
User1,user1,P1_S11_R4,S11,background,0,50,51,0,0.0,0
User1,user1,P1_S11_R4,S11,GO,51,102,52,0,0.0,0
User1,user1,P1_S11_R4,S11,background,103,175,73,0,0.0,0
User1,user1,P1_S11_R4,S11,UGLY,176,243,68,0,0.0,0
User1,user1,P1_S11_R4,S11,background,244,300,57,0,0.0,0
User1,user1,P1_S11_R4,S11,WRITE,301,355,55,0,0.0,0
User1,user1,P1_S11_R4,S11,background,356,424,69,0,0.0,0
User1,user1,P1_S11_R4,S11,AUGUST,425,528,104,0,0.0,0
User1,user1,P1_S11_R4,S11,background,529,749,221,0,0.0,0
User1,user1,P1_S11_R5,S11,background,0,39,40,0,0.0,0
User1,user1,P1_S11_R5,S11,GO,40,95,56,0,0.0,0
User1,user1,P1_S11_R5,S11,background,96,281,186,0,0.0,0
User1,user1,P1_S11_R5,S11,UGLY,282,357,76,0,0.0,0
User1,user1,P1_S11_R5,S11,background,358,394,37,0,0.0,0
User1,user1,P1_S11_R5,S11,WRITE,395,451,57,0,0.0,0
User1,user1,P1_S11_R5,S11,background,452,509,58,0,0.0,0
User1,user1,P1_S11_R5,S11,AUGUST,510,601,92,0,0.0,0
User1,user1,P1_S11_R5,S11,background,602,749,148,0,0.0,0
User1,user1,P1_S11_R6,S11,background,0,52,53,0,0.0,0
User1,user1,P1_S11_R6,S11,GO,53,105,53,0,0.0,0
User1,user1,P1_S11_R6,S11,background,106,195,90,0,0.0,0
User1,user1,P1_S11_R6,S11,UGLY,196,286,91,0,0.0,0
User1,user1,P1_S11_R6,S11,background,287,325,39,0,0.0,0
User1,user1,P1_S11_R6,S11,WRITE,326,382,57,0,0.0,0
User1,user1,P1_S11_R6,S11,background,383,465,83,0,0.0,0
User1,user1,P1_S11_R6,S11,AUGUST,466,567,102,0,0.0,0
User1,user1,P1_S11_R6,S11,background,568,749,182,0,0.0,0
User1,user1,P1_S11_R7,S11,background,0,47,48,0,0.0,0
User1,user1,P1_S11_R7,S11,GO,48,94,47,0,0.0,0
User1,user1,P1_S11_R7,S11,background,95,169,75,0,0.0,0
User1,user1,P1_S11_R7,S11,UGLY,170,264,95,0,0.0,0
User1,user1,P1_S11_R7,S11,background,265,311,47,0,0.0,0
User1,user1,P1_S11_R7,S11,WRITE,312,371,60,0,0.0,0
User1,user1,P1_S11_R7,S11,background,372,444,73,0,0.0,0
User1,user1,P1_S11_R7,S11,AUGUST,445,548,104,0,0.0,0
User1,user1,P1_S11_R7,S11,background,549,749,201,0,0.0,0
User1,user1,P1_S1_R1,S1,background,0,53,54,0,0.0,0
User1,user1,P1_S1_R1,S1,GO,54,125,72,0,0.0,0
User1,user1,P1_S1_R1,S1,background,126,166,41,0,0.0,0
User1,user1,P1_S1_R1,S1,READ,167,292,126,0,0.0,0
User1,user1,P1_S1_R1,S1,background,293,335,43,0,0.0,0
User1,user1,P1_S1_R1,S1,OUR,336,419,84,0,0.0,0
User1,user1,P1_S1_R1,S1,background,420,487,68,0,0.0,0
User1,user1,P1_S1_R1,S1,COME,488,580,93,0,0.0,0
User1,user1,P1_S1_R1,S1,background,581,749,169,0,0.0,0
User1,user1,P1_S1_R2,S1,background,0,57,58,0,0.0,0
User1,user1,P1_S1_R2,S1,GO,58,133,76,0,0.0,0
User1,user1,P1_S1_R2,S1,background,134,176,43,0,0.0,0
User1,user1,P1_S1_R2,S1,READ,177,304,128,13,10.16,7
User1,user1,P1_S1_R2,S1,background,305,348,44,0,0.0,0
User1,user1,P1_S1_R2,S1,OUR,349,411,63,0,0.0,0
User1,user1,P1_S1_R2,S1,background,412,476,65,0,0.0,0
User1,user1,P1_S1_R2,S1,COME,477,588,112,0,0.0,0
User1,user1,P1_S1_R2,S1,background,589,749,161,0,0.0,0
User1,user1,P1_S1_R3,S1,background,0,49,50,0,0.0,0
User1,user1,P1_S1_R3,S1,GO,50,133,84,0,0.0,0
User1,user1,P1_S1_R3,S1,background,134,179,46,0,0.0,0
User1,user1,P1_S1_R3,S1,READ,180,398,219,90,41.1,27
User1,user1,P1_S1_R3,S1,background,399,449,51,0,0.0,0
User1,user1,P1_S1_R3,S1,OUR,450,526,77,0,0.0,0
User1,user1,P1_S1_R3,S1,background,527,585,59,0,0.0,0
User1,user1,P1_S1_R3,S1,COME,586,672,87,0,0.0,0
User1,user1,P1_S1_R3,S1,background,673,749,77,0,0.0,0
User1,user1,P1_S1_R4,S1,background,0,40,41,0,0.0,0
User1,user1,P1_S1_R4,S1,GO,41,126,86,0,0.0,0
User1,user1,P1_S1_R4,S1,background,127,163,37,0,0.0,0
User1,user1,P1_S1_R4,S1,READ,164,306,143,24,16.78,10
User1,user1,P1_S1_R4,S1,background,307,337,31,0,0.0,0
User1,user1,P1_S1_R4,S1,OUR,338,408,71,0,0.0,0
User1,user1,P1_S1_R4,S1,background,409,471,63,0,0.0,0
User1,user1,P1_S1_R4,S1,COME,472,565,94,0,0.0,0
User1,user1,P1_S1_R4,S1,background,566,749,184,0,0.0,0
User1,user1,P1_S1_R5,S1,background,0,56,57,0,0.0,0
User1,user1,P1_S1_R5,S1,GO,57,151,95,0,0.0,0
User1,user1,P1_S1_R5,S1,background,152,195,44,0,0.0,0
User1,user1,P1_S1_R5,S1,READ,196,335,140,20,14.29,11
User1,user1,P1_S1_R5,S1,background,336,368,33,0,0.0,0
User1,user1,P1_S1_R5,S1,OUR,369,453,85,0,0.0,0
User1,user1,P1_S1_R5,S1,background,454,517,64,0,0.0,0
User1,user1,P1_S1_R5,S1,COME,518,613,96,0,0.0,0
User1,user1,P1_S1_R5,S1,background,614,749,136,0,0.0,0
User1,user1,P1_S1_R6,S1,background,0,40,41,0,0.0,0
User1,user1,P1_S1_R6,S1,GO,41,89,49,0,0.0,0
User1,user1,P1_S1_R6,S1,background,90,131,42,0,0.0,0
User1,user1,P1_S1_R6,S1,READ,132,223,92,0,0.0,0
User1,user1,P1_S1_R6,S1,background,224,268,45,0,0.0,0
User1,user1,P1_S1_R6,S1,OUR,269,318,50,0,0.0,0
User1,user1,P1_S1_R6,S1,background,319,423,105,0,0.0,0
User1,user1,P1_S1_R6,S1,COME,424,489,66,0,0.0,0
User1,user1,P1_S1_R6,S1,background,490,749,260,0,0.0,0
User1,user1,P1_S1_R7,S1,background,0,50,51,0,0.0,0
User1,user1,P1_S1_R7,S1,GO,51,93,43,0,0.0,0
User1,user1,P1_S1_R7,S1,background,94,138,45,0,0.0,0
User1,user1,P1_S1_R7,S1,READ,139,228,90,0,0.0,0
User1,user1,P1_S1_R7,S1,background,229,262,34,0,0.0,0
User1,user1,P1_S1_R7,S1,OUR,263,319,57,0,0.0,0
User1,user1,P1_S1_R7,S1,background,320,392,73,0,0.0,0
User1,user1,P1_S1_R7,S1,COME,393,455,63,0,0.0,0
User1,user1,P1_S1_R7,S1,background,456,749,294,0,0.0,0
User1,user1,P1_S1_R8,S1,background,0,46,47,0,0.0,0
User1,user1,P1_S1_R8,S1,GO,47,101,55,0,0.0,0
User1,user1,P1_S1_R8,S1,background,102,153,52,0,0.0,0
User1,user1,P1_S1_R8,S1,READ,154,232,79,0,0.0,0
User1,user1,P1_S1_R8,S1,background,233,274,42,0,0.0,0
User1,user1,P1_S1_R8,S1,OUR,275,335,61,0,0.0,0
User1,user1,P1_S1_R8,S1,background,336,393,58,0,0.0,0
User1,user1,P1_S1_R8,S1,COME,394,460,67,0,0.0,0
User1,user1,P1_S1_R8,S1,background,461,749,289,0,0.0,0
User1,user1,P1_S2_R1,S2,background,0,17,18,0,0.0,0
User1,user1,P1_S2_R1,S2,FARMING,18,209,192,0,0.0,0
User1,user1,P1_S2_R1,S2,background,210,274,65,0,0.0,0
User1,user1,P1_S2_R1,S2,BIG,275,362,88,0,0.0,0
User1,user1,P1_S2_R1,S2,background,363,445,83,0,0.0,0
User1,user1,P1_S2_R1,S2,VAN,446,557,112,0,0.0,0
User1,user1,P1_S2_R1,S2,background,558,611,54,0,0.0,0
User1,user1,P1_S2_R1,S2,SMALL,612,681,70,0,0.0,0
User1,user1,P1_S2_R1,S2,background,682,749,68,0,0.0,0
User1,user1,P1_S2_R2,S2,background,0,20,21,0,0.0,0
User1,user1,P1_S2_R2,S2,FARMING,21,186,166,0,0.0,0
User1,user1,P1_S2_R2,S2,background,187,293,107,0,0.0,0
User1,user1,P1_S2_R2,S2,BIG,294,371,78,0,0.0,0
User1,user1,P1_S2_R2,S2,background,372,442,71,0,0.0,0
User1,user1,P1_S2_R2,S2,VAN,443,567,125,0,0.0,0
User1,user1,P1_S2_R2,S2,background,568,645,78,0,0.0,0
User1,user1,P1_S2_R2,S2,SMALL,646,723,78,0,0.0,0
User1,user1,P1_S2_R2,S2,background,724,749,26,0,0.0,0
User1,user1,P1_S2_R3,S2,background,0,16,17,0,0.0,0
User1,user1,P1_S2_R3,S2,FARMING,17,162,146,0,0.0,0
User1,user1,P1_S2_R3,S2,background,163,264,102,0,0.0,0
User1,user1,P1_S2_R3,S2,BIG,265,332,68,0,0.0,0
User1,user1,P1_S2_R3,S2,background,333,400,68,0,0.0,0
User1,user1,P1_S2_R3,S2,VAN,401,515,115,0,0.0,0
User1,user1,P1_S2_R3,S2,background,516,584,69,0,0.0,0
User1,user1,P1_S2_R3,S2,SMALL,585,684,100,0,0.0,0
User1,user1,P1_S2_R3,S2,background,685,749,65,0,0.0,0
User1,user1,P1_S2_R4,S2,background,0,18,19,0,0.0,0
User1,user1,P1_S2_R4,S2,FARMING,19,134,116,0,0.0,0
User1,user1,P1_S2_R4,S2,background,135,196,62,0,0.0,0
User1,user1,P1_S2_R4,S2,BIG,197,279,83,0,0.0,0
User1,user1,P1_S2_R4,S2,background,280,368,89,0,0.0,0
User1,user1,P1_S2_R4,S2,VAN,369,458,90,0,0.0,0
User1,user1,P1_S2_R4,S2,background,459,522,64,0,0.0,0
User1,user1,P1_S2_R4,S2,SMALL,523,610,88,0,0.0,0
User1,user1,P1_S2_R4,S2,background,611,749,139,0,0.0,0
User1,user1,P1_S2_R5,S2,background,0,27,28,0,0.0,0
User1,user1,P1_S2_R5,S2,FARMING,28,138,111,0,0.0,0
User1,user1,P1_S2_R5,S2,background,139,197,59,0,0.0,0
User1,user1,P1_S2_R5,S2,BIG,198,277,80,0,0.0,0
User1,user1,P1_S2_R5,S2,background,278,368,91,0,0.0,0
User1,user1,P1_S2_R5,S2,VAN,369,462,94,0,0.0,0
User1,user1,P1_S2_R5,S2,background,463,526,64,0,0.0,0
User1,user1,P1_S2_R5,S2,SMALL,527,616,90,0,0.0,0
User1,user1,P1_S2_R5,S2,background,617,749,133,0,0.0,0
User1,user1,P1_S2_R6,S2,background,0,20,21,0,0.0,0
User1,user1,P1_S2_R6,S2,FARMING,21,138,118,0,0.0,0
User1,user1,P1_S2_R6,S2,background,139,246,108,0,0.0,0
User1,user1,P1_S2_R6,S2,BIG,247,302,56,0,0.0,0
User1,user1,P1_S2_R6,S2,background,303,395,93,0,0.0,0
User1,user1,P1_S2_R6,S2,VAN,396,471,76,0,0.0,0
User1,user1,P1_S2_R6,S2,background,472,539,68,0,0.0,0
User1,user1,P1_S2_R6,S2,SMALL,540,616,77,0,0.0,0
User1,user1,P1_S2_R6,S2,background,617,749,133,0,0.0,0
User1,user1,P1_S2_R7,S2,background,0,30,31,0,0.0,0
User1,user1,P1_S2_R7,S2,FARMING,31,116,86,0,0.0,0
User1,user1,P1_S2_R7,S2,background,117,223,107,0,0.0,0
User1,user1,P1_S2_R7,S2,BIG,224,283,60,0,0.0,0
User1,user1,P1_S2_R7,S2,background,284,385,102,0,0.0,0
User1,user1,P1_S2_R7,S2,VAN,386,458,73,0,0.0,0
User1,user1,P1_S2_R7,S2,background,459,515,57,0,0.0,0
User1,user1,P1_S2_R7,S2,SMALL,516,586,71,0,0.0,0
User1,user1,P1_S2_R7,S2,background,587,749,163,0,0.0,0
User1,user1,P1_S2_R8,S2,background,0,50,51,0,0.0,0
User1,user1,P1_S2_R8,S2,FARMING,51,119,69,0,0.0,0
User1,user1,P1_S2_R8,S2,background,120,201,82,0,0.0,0
User1,user1,P1_S2_R8,S2,BIG,202,256,55,0,0.0,0
User1,user1,P1_S2_R8,S2,background,257,356,100,0,0.0,0
User1,user1,P1_S2_R8,S2,VAN,357,424,68,0,0.0,0
User1,user1,P1_S2_R8,S2,background,425,500,76,0,0.0,0
User1,user1,P1_S2_R8,S2,SMALL,501,569,69,0,0.0,0
User1,user1,P1_S2_R8,S2,background,570,749,180,0,0.0,0
User1,user1,P1_S2_R9,S2,background,0,38,39,0,0.0,0
User1,user1,P1_S2_R9,S2,FARMING,39,121,83,0,0.0,0
User1,user1,P1_S2_R9,S2,background,122,202,81,0,0.0,0
User1,user1,P1_S2_R9,S2,BIG,203,254,52,0,0.0,0
User1,user1,P1_S2_R9,S2,background,255,323,69,0,0.0,0
User1,user1,P1_S2_R9,S2,VAN,324,381,58,0,0.0,0
User1,user1,P1_S2_R9,S2,background,382,516,135,0,0.0,0
User1,user1,P1_S2_R9,S2,SMALL,517,591,75,0,0.0,0
User1,user1,P1_S2_R9,S2,background,592,749,158,0,0.0,0
User1,user1,P1_S3_R1,S3,background,0,38,39,0,0.0,0
User1,user1,P1_S3_R1,S3,WRITE,39,115,77,0,0.0,0
User1,user1,P1_S3_R1,S3,background,116,212,97,0,0.0,0
User1,user1,P1_S3_R1,S3,FEBRUARY,213,357,145,0,0.0,0
User1,user1,P1_S3_R1,S3,background,358,407,50,0,0.0,0
User1,user1,P1_S3_R1,S3,UGLY,408,531,124,0,0.0,0
User1,user1,P1_S3_R1,S3,background,532,594,63,0,0.0,0
User1,user1,P1_S3_R1,S3,AUGUST,595,735,141,0,0.0,0
User1,user1,P1_S3_R1,S3,background,736,749,14,0,0.0,0
User1,user1,P1_S3_R2,S3,background,0,21,22,0,0.0,0
User1,user1,P1_S3_R2,S3,WRITE,22,101,80,0,0.0,0
User1,user1,P1_S3_R2,S3,background,102,144,43,0,0.0,0
User1,user1,P1_S3_R2,S3,FEBRUARY,145,271,127,0,0.0,0
User1,user1,P1_S3_R2,S3,background,272,339,68,0,0.0,0
User1,user1,P1_S3_R2,S3,UGLY,340,444,105,0,0.0,0
User1,user1,P1_S3_R2,S3,background,445,503,59,0,0.0,0
User1,user1,P1_S3_R2,S3,AUGUST,504,628,125,0,0.0,0
User1,user1,P1_S3_R2,S3,background,629,749,121,0,0.0,0
User1,user1,P1_S3_R3,S3,background,0,25,26,0,0.0,0
User1,user1,P1_S3_R3,S3,WRITE,26,95,70,0,0.0,0
User1,user1,P1_S3_R3,S3,background,96,165,70,0,0.0,0
User1,user1,P1_S3_R3,S3,FEBRUARY,166,317,152,0,0.0,0
User1,user1,P1_S3_R3,S3,background,318,367,50,0,0.0,0
User1,user1,P1_S3_R3,S3,UGLY,368,464,97,0,0.0,0
User1,user1,P1_S3_R3,S3,background,465,510,46,0,0.0,0
User1,user1,P1_S3_R3,S3,AUGUST,511,621,111,0,0.0,0
User1,user1,P1_S3_R3,S3,background,622,749,128,0,0.0,0
User1,user1,P1_S3_R4,S3,background,0,39,40,0,0.0,0
User1,user1,P1_S3_R4,S3,WRITE,40,103,64,0,0.0,0
User1,user1,P1_S3_R4,S3,background,104,172,69,0,0.0,0
User1,user1,P1_S3_R4,S3,FEBRUARY,173,269,97,0,0.0,0
User1,user1,P1_S3_R4,S3,background,270,330,61,0,0.0,0
User1,user1,P1_S3_R4,S3,UGLY,331,424,94,0,0.0,0
User1,user1,P1_S3_R4,S3,background,425,481,57,0,0.0,0
User1,user1,P1_S3_R4,S3,AUGUST,482,585,104,0,0.0,0
User1,user1,P1_S3_R4,S3,background,586,749,164,0,0.0,0
User1,user1,P1_S3_R5,S3,background,0,38,39,0,0.0,0
User1,user1,P1_S3_R5,S3,WRITE,39,93,55,0,0.0,0
User1,user1,P1_S3_R5,S3,background,94,154,61,0,0.0,0
User1,user1,P1_S3_R5,S3,FEBRUARY,155,236,82,0,0.0,0
User1,user1,P1_S3_R5,S3,background,237,295,59,0,0.0,0
User1,user1,P1_S3_R5,S3,UGLY,296,390,95,0,0.0,0
User1,user1,P1_S3_R5,S3,background,391,442,52,0,0.0,0
User1,user1,P1_S3_R5,S3,AUGUST,443,531,89,0,0.0,0
User1,user1,P1_S3_R5,S3,background,532,749,218,0,0.0,0
User1,user1,P1_S3_R7,S3,background,0,30,31,0,0.0,0
User1,user1,P1_S3_R7,S3,WRITE,31,84,54,0,0.0,0
User1,user1,P1_S3_R7,S3,background,85,132,48,0,0.0,0
User1,user1,P1_S3_R7,S3,FEBRUARY,133,216,84,0,0.0,0
User1,user1,P1_S3_R7,S3,background,217,266,50,0,0.0,0
User1,user1,P1_S3_R7,S3,UGLY,267,348,82,0,0.0,0
User1,user1,P1_S3_R7,S3,background,349,396,48,0,0.0,0
User1,user1,P1_S3_R7,S3,AUGUST,397,478,82,0,0.0,0
User1,user1,P1_S3_R7,S3,background,479,749,271,0,0.0,0
User1,user1,P1_S4_R1,S4,background,0,59,60,0,0.0,0
User1,user1,P1_S4_R1,S4,BOAT,60,135,76,5,6.58,2
User1,user1,P1_S4_R1,S4,background,136,331,196,7,3.57,4
User1,user1,P1_S4_R1,S4,TRAIN,332,454,123,0,0.0,0
User1,user1,P1_S4_R1,S4,background,455,538,84,0,0.0,0
User1,user1,P1_S4_R1,S4,TIGER,539,647,109,0,0.0,0
User1,user1,P1_S4_R1,S4,background,648,749,102,0,0.0,0
User1,user1,P1_S4_R2,S4,background,0,47,48,0,0.0,0
User1,user1,P1_S4_R2,S4,BOAT,48,120,73,0,0.0,0
User1,user1,P1_S4_R2,S4,background,121,216,96,0,0.0,0
User1,user1,P1_S4_R2,S4,TRAIN,217,311,95,0,0.0,0
User1,user1,P1_S4_R2,S4,background,312,412,101,0,0.0,0
User1,user1,P1_S4_R2,S4,TIGER,413,508,96,0,0.0,0
User1,user1,P1_S4_R2,S4,background,509,749,241,0,0.0,0
User1,user1,P1_S4_R3,S4,background,0,36,37,0,0.0,0
User1,user1,P1_S4_R3,S4,BOAT,37,120,84,8,9.52,5
User1,user1,P1_S4_R3,S4,background,121,206,86,5,5.81,5
User1,user1,P1_S4_R3,S4,TRAIN,207,354,148,0,0.0,0
User1,user1,P1_S4_R3,S4,background,355,420,66,0,0.0,0
User1,user1,P1_S4_R3,S4,TIGER,421,554,134,0,0.0,0
User1,user1,P1_S4_R3,S4,background,555,749,195,0,0.0,0
User1,user1,P1_S4_R4,S4,background,0,54,55,0,0.0,0
User1,user1,P1_S4_R4,S4,BOAT,55,108,54,2,3.7,2
User1,user1,P1_S4_R4,S4,background,109,186,78,2,2.56,1
User1,user1,P1_S4_R4,S4,TRAIN,187,291,105,0,0.0,0
User1,user1,P1_S4_R4,S4,background,292,328,37,0,0.0,0
User1,user1,P1_S4_R4,S4,TIGER,329,406,78,0,0.0,0
User1,user1,P1_S4_R4,S4,background,407,749,343,0,0.0,0
User1,user1,P1_S4_R5,S4,background,0,31,32,0,0.0,0
User1,user1,P1_S4_R5,S4,BOAT,32,96,65,0,0.0,0
User1,user1,P1_S4_R5,S4,background,97,172,76,0,0.0,0
User1,user1,P1_S4_R5,S4,TRAIN,173,265,93,0,0.0,0
User1,user1,P1_S4_R5,S4,background,266,312,47,0,0.0,0
User1,user1,P1_S4_R5,S4,TIGER,313,377,65,0,0.0,0
User1,user1,P1_S4_R5,S4,background,378,749,372,0,0.0,0
User1,user1,P1_S4_R6,S4,background,0,30,31,0,0.0,0
User1,user1,P1_S4_R6,S4,BOAT,31,100,70,0,0.0,0
User1,user1,P1_S4_R6,S4,background,101,176,76,0,0.0,0
User1,user1,P1_S4_R6,S4,TRAIN,177,268,92,0,0.0,0
User1,user1,P1_S4_R6,S4,background,269,327,59,0,0.0,0
User1,user1,P1_S4_R6,S4,TIGER,328,402,75,0,0.0,0
User1,user1,P1_S4_R6,S4,background,403,749,347,0,0.0,0
User1,user1,P1_S5_R1,S5,background,0,56,57,0,0.0,0
User1,user1,P1_S5_R1,S5,BIRD,57,143,87,0,0.0,0
User1,user1,P1_S5_R1,S5,background,144,180,37,0,0.0,0
User1,user1,P1_S5_R1,S5,WHAT,181,207,27,0,0.0,0
User1,user1,P1_S5_R1,S5,background,208,249,42,0,0.0,0
User1,user1,P1_S5_R1,S5,DRIVER,250,376,127,0,0.0,0
User1,user1,P1_S5_R1,S5,background,377,423,47,0,0.0,0
User1,user1,P1_S5_R1,S5,GREETINGS,424,513,90,0,0.0,0
User1,user1,P1_S5_R1,S5,background,514,749,236,0,0.0,0
User1,user1,P1_S5_R2,S5,background,0,27,28,0,0.0,0
User1,user1,P1_S5_R2,S5,BIRD,28,135,108,1,0.93,1
User1,user1,P1_S5_R2,S5,background,136,194,59,0,0.0,0
User1,user1,P1_S5_R2,S5,WHAT,195,217,23,0,0.0,0
User1,user1,P1_S5_R2,S5,background,218,271,54,0,0.0,0
User1,user1,P1_S5_R2,S5,DRIVER,272,401,130,0,0.0,0
User1,user1,P1_S5_R2,S5,background,402,445,44,0,0.0,0
User1,user1,P1_S5_R2,S5,GREETINGS,446,538,93,0,0.0,0
User1,user1,P1_S5_R2,S5,background,539,749,211,0,0.0,0
User1,user1,P1_S5_R3,S5,background,0,35,36,0,0.0,0
User1,user1,P1_S5_R3,S5,BIRD,36,117,82,0,0.0,0
User1,user1,P1_S5_R3,S5,background,118,158,41,0,0.0,0
User1,user1,P1_S5_R3,S5,WHAT,159,181,23,0,0.0,0
User1,user1,P1_S5_R3,S5,background,182,224,43,0,0.0,0
User1,user1,P1_S5_R3,S5,DRIVER,225,353,129,0,0.0,0
User1,user1,P1_S5_R3,S5,background,354,392,39,0,0.0,0
User1,user1,P1_S5_R3,S5,GREETINGS,393,475,83,0,0.0,0
User1,user1,P1_S5_R3,S5,background,476,749,274,0,0.0,0
User1,user1,P1_S5_R4,S5,background,0,53,54,0,0.0,0
User1,user1,P1_S5_R4,S5,BIRD,54,157,104,0,0.0,0
User1,user1,P1_S5_R4,S5,background,158,200,43,0,0.0,0
User1,user1,P1_S5_R4,S5,WHAT,201,221,21,0,0.0,0
User1,user1,P1_S5_R4,S5,background,222,260,39,0,0.0,0
